"","sampleID","percent_aquatic_pa","percent_aquatic_ra","num_fam","parental_investment_proj","band","species","location","site","nest","year","age","sex","capture_date","cap_doy","cap_num","age.1","mass","bhead","fwing","sseries_type","cort1_raw","cort1_correct","glucose1","buty","cort2_raw","cort2_correct","glucose2","inject1_type","inject1_dose","inject2_type","inject2_dose","cort3_raw","cort3_correct","glucose3","fate","micro_nb","blood_nb","bolus_nb","lifetag_nb","Notes","site_box_year","Nest_Experiment","Nest_Treatment","Day6_Brood_Mass","Brood_Size_Day6","avg_day6_mass","exp_treat","TotalReads"
"174","L20N130",0.285714285714286,0.873347660965054,21,"yes","","TRES","Ithaca","Unit_4","105","2020","Nestling","","6/18/20","170","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_105_2020","CortMovement","Cort",62.7,5,12.54,"CortMovement_Cort",33967
"175","L20N131",0.357142857142857,0.575,14,"yes","","TRES","Ithaca","Unit_4","105","2020","Nestling","","6/18/20","170","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_105_2020","CortMovement","Cort",62.7,5,12.54,"CortMovement_Cort",160
"176","L20N132",0.318181818181818,0.336161187698834,22,"yes","","TRES","Ithaca","Unit_4","105","2020","Nestling","","6/18/20","170","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_105_2020","CortMovement","Cort",62.7,5,12.54,"CortMovement_Cort",943
"177","L20N133",0.409090909090909,0.105225988700565,22,"yes","","TRES","Ithaca","Unit_4","105","2020","Nestling","","6/18/20","170","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_105_2020","CortMovement","Cort",62.7,5,12.54,"CortMovement_Cort",4248
"178","L20N134",0.277777777777778,0.760671722643554,18,"yes","","TRES","Ithaca","Turkey_Hill","56","2020","Nestling","","6/18/20","170","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_56_2020","CortMovement","Cort",75.2,5,15.04,"CortMovement_Cort",9230
"179","L20N135",0.5,0.214483503074107,6,"yes","","TRES","Ithaca","Turkey_Hill","56","2020","Nestling","","6/18/20","170","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_56_2020","CortMovement","Cort",75.2,5,15.04,"CortMovement_Cort",21307
"180","L20N136",0.416666666666667,0.973859735164296,12,"yes","","TRES","Ithaca","Turkey_Hill","56","2020","Nestling","","6/18/20","170","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_56_2020","CortMovement","Cort",75.2,5,15.04,"CortMovement_Cort",20390
"181","L20N137",0.461538461538462,0.981267561660943,13,"yes","","TRES","Ithaca","Turkey_Hill","56","2020","Nestling","","6/18/20","170","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_56_2020","CortMovement","Cort",75.2,5,15.04,"CortMovement_Cort",6406
"182","L20N138",0.333333333333333,0.0304326295412596,9,"yes","","TRES","Ithaca","Turkey_Hill","56","2020","Nestling","","6/18/20","170","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_56_2020","CortMovement","Cort",75.2,5,15.04,"CortMovement_Cort",22213
"183","L20N148",0.2,0.264044943820225,10,"yes","","TRES","Ithaca","Turkey_Hill","101","2020","Nestling","","6/18/20","170","","7",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_101_2020","CortMovement","Cort",69.7,5,13.94,"CortMovement_Cort",1068
"184","L20N149",0.5,0.997333743526637,10,"yes","","TRES","Ithaca","Turkey_Hill","101","2020","Nestling","","6/18/20","170","","7",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_101_2020","CortMovement","Cort",69.7,5,13.94,"CortMovement_Cort",19503
"185","L20N150",0.25,0.000348872705071737,8,"yes","","TRES","Ithaca","Turkey_Hill","101","2020","Nestling","","6/18/20","170","","7",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_101_2020","CortMovement","Cort",69.7,5,13.94,"CortMovement_Cort",45862
"186","L20N151",0.444444444444444,0.000348276033633514,9,"yes","","TRES","Ithaca","Turkey_Hill","101","2020","Nestling","","6/18/20","170","","7",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_101_2020","CortMovement","Cort",69.7,5,13.94,"CortMovement_Cort",40198
"187","L20N152",0.571428571428571,0.000641894301405035,7,"yes","","TRES","Ithaca","Turkey_Hill","101","2020","Nestling","","6/18/20","170","","7",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_101_2020","CortMovement","Cort",69.7,5,13.94,"CortMovement_Cort",28042
"188","L20N166",0.352941176470588,0.871940404398723,17,"yes","","TRES","Ithaca","Turkey_Hill","32","2020","Nestling","","6/19/20","171","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_32_2020","CortMovement","Control",56.2,5,11.24,"CortMovement_Control",5638
"189","L20N167",0.428571428571429,0.188896899783706,14,"yes","","TRES","Ithaca","Turkey_Hill","32","2020","Nestling","","6/19/20","171","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_32_2020","CortMovement","Control",56.2,5,11.24,"CortMovement_Control",15257
"190","L20N168",0.45,0.900574371162607,20,"yes","","TRES","Ithaca","Turkey_Hill","32","2020","Nestling","","6/19/20","171","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_32_2020","CortMovement","Control",56.2,5,11.24,"CortMovement_Control",5049
"191","L20N169",0.368421052631579,0.173460501762389,19,"yes","","TRES","Ithaca","Turkey_Hill","32","2020","Nestling","","6/19/20","171","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_32_2020","CortMovement","Control",56.2,5,11.24,"CortMovement_Control",24115
"192","L20N170",0.318181818181818,0.982110273700912,22,"yes","","TRES","Ithaca","Turkey_Hill","32","2020","Nestling","","6/19/20","171","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_32_2020","CortMovement","Control",56.2,5,11.24,"CortMovement_Control",25210
"193","L20N171",0.28,0.397938144329897,25,"yes","","TRES","Ithaca","Unit_4","101","2020","Nestling","","6/19/20","171","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_101_2020","CortMovement","Cort",73.6,6,12.2666666666667,"CortMovement_Cort",970
"194","L20N172",0.269230769230769,0.23724971666037,26,"yes","","TRES","Ithaca","Unit_4","101","2020","Nestling","","6/19/20","171","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_101_2020","CortMovement","Cort",73.6,6,12.2666666666667,"CortMovement_Cort",5294
"195","L20N173",0.36,0.110659852149311,25,"yes","","TRES","Ithaca","Unit_4","101","2020","Nestling","","6/19/20","171","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_101_2020","CortMovement","Cort",73.6,6,12.2666666666667,"CortMovement_Cort",21914
"196","L20N174",0.411764705882353,0.999019088537069,17,"yes","","TRES","Ithaca","Unit_4","101","2020","Nestling","","6/19/20","171","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_101_2020","CortMovement","Cort",73.6,6,12.2666666666667,"CortMovement_Cort",50973
"197","L20N175",0.363636363636364,0.41890864873081,22,"yes","","TRES","Ithaca","Unit_4","101","2020","Nestling","","6/19/20","171","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_101_2020","CortMovement","Cort",73.6,6,12.2666666666667,"CortMovement_Cort",6579
"198","L20N176",0.347826086956522,0.130162703379224,23,"yes","","TRES","Ithaca","Unit_4","101","2020","Nestling","","6/19/20","171","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_101_2020","CortMovement","Cort",73.6,6,12.2666666666667,"CortMovement_Cort",9588
"199","L20N201",0.28,0.00729119525318047,25,"yes","","TRES","Ithaca","Unit_4","78","2020","Nestling","","6/20/20","172","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_78_2020","CortMovement","Cort",83.5,6,13.9166666666667,"CortMovement_Cort",19887
"200","L20N202",0.181818181818182,0.00870625108828139,22,"yes","","TRES","Ithaca","Unit_4","78","2020","Nestling","","6/20/20","172","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_78_2020","CortMovement","Cort",83.5,6,13.9166666666667,"CortMovement_Cort",5743
"201","L20N203",0.153846153846154,0.000294782352363172,26,"yes","","TRES","Ithaca","Unit_4","78","2020","Nestling","","6/20/20","172","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_78_2020","CortMovement","Cort",83.5,6,13.9166666666667,"CortMovement_Cort",50885
"202","L20N204",0.16,0.130232558139535,25,"yes","","TRES","Ithaca","Unit_4","78","2020","Nestling","","6/20/20","172","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_78_2020","CortMovement","Cort",83.5,6,13.9166666666667,"CortMovement_Cort",215
"203","L20N205",0.238095238095238,0.712889330682571,21,"yes","","TRES","Ithaca","Unit_4","78","2020","Nestling","","6/20/20","172","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_78_2020","CortMovement","Cort",83.5,6,13.9166666666667,"CortMovement_Cort",6036
"204","L20N206",0.263157894736842,0.852858339042399,19,"yes","","TRES","Ithaca","Unit_4","78","2020","Nestling","","6/20/20","172","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_78_2020","CortMovement","Cort",83.5,6,13.9166666666667,"CortMovement_Cort",13137
"205","L20N222",0.391304347826087,0.742979025950942,23,"yes","","TRES","Ithaca","Turkey_Hill","123","2020","Nestling","","6/22/20","174","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_123_2020","CortMovement","Control",58.6,4,14.65,"CortMovement_Control",2813
"206","L20N223",0.388888888888889,0.939582407818747,18,"yes","","TRES","Ithaca","Turkey_Hill","123","2020","Nestling","","6/22/20","174","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_123_2020","CortMovement","Control",58.6,4,14.65,"CortMovement_Control",4502
"207","L20N224",0.380952380952381,0.847577341432406,21,"yes","","TRES","Ithaca","Turkey_Hill","123","2020","Nestling","","6/22/20","174","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_123_2020","CortMovement","Control",58.6,4,14.65,"CortMovement_Control",7079
"208","L20N225",0.32,0.0812118268925456,25,"yes","","TRES","Ithaca","Turkey_Hill","123","2020","Nestling","","6/22/20","174","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_123_2020","CortMovement","Control",58.6,4,14.65,"CortMovement_Control",53539
"209","L20N229",0.5,0.816840498600865,16,"yes","","TRES","Ithaca","Turkey_Hill","13","2020","Nestling","","6/22/20","174","","7",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_13_2020","CortMovement","Cort",49.8,5,9.96,"CortMovement_Cort",7862
"210","L20N230",0.266666666666667,0.992327505891379,15,"yes","","TRES","Ithaca","Turkey_Hill","13","2020","Nestling","","6/22/20","174","","7",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_13_2020","CortMovement","Cort",49.8,5,9.96,"CortMovement_Cort",18247
"211","L20N231",0.333333333333333,0.235862068965517,12,"yes","","TRES","Ithaca","Turkey_Hill","13","2020","Nestling","","6/22/20","174","","7",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_13_2020","CortMovement","Cort",49.8,5,9.96,"CortMovement_Cort",725
"212","L20N232",0.277777777777778,0.539050047816385,18,"yes","","TRES","Ithaca","Turkey_Hill","13","2020","Nestling","","6/22/20","174","","7",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_13_2020","CortMovement","Cort",49.8,5,9.96,"CortMovement_Cort",3137
"213","L20N233",0.263157894736842,0.0579896907216495,19,"yes","","TRES","Ithaca","Turkey_Hill","13","2020","Nestling","","6/22/20","174","","7",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_13_2020","CortMovement","Cort",49.8,5,9.96,"CortMovement_Cort",776
"214","LN19007c",0.6,0.550724637681159,5,"yes","","TRES","Ithaca","Turkey_Hill","106","2019","Nestling","","","162","1","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_106_2019","Light","Light",48.91,5,9.782,"Light_Light",69
"215","LN19018a",0.333333333333333,0.848484848484848,6,"yes","","TRES","Ithaca","Unit_4","61","2019","Nestling","","","170","1","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_61_2019","Light","Light_Control",105,6,17.5,"Light_Light_Control",33
"216","P19N021",0.7,0.999757062539044,10,"yes","272106697","TRES","Ithaca","Turkey_Hill","11","2019","Adult","F","5/25/19","145","1","ASY",21,27.9,117,"B_S_D",0.99,1.05,NA,NA,28.13,29.75,NA,"Dex",9.5,"",NA,11.47,12.13,NA,"","M19N024","190028","","61337F2D","Egg Photo
Eye Button: D8B21
On female took old RFID to put life tag","Turkey_Hill_11_2019","Light","Light_Control",74.27,5,14.854,"Light_Light_Control",28814
"217","P19N023",0.416666666666667,0.176470588235294,12,"yes","263114113","TRES","Ithaca","Unit_4","94","2019","Adult","F","5/26/19","146","1","ASY",24,28.1,118,"B_S_D",0,0.47,NA,NA,25.51,26.97,NA,"Dex",11,"",NA,8.38,8.86,NA,"","M19N026","190030","","61341E4C","Old PIT tag removed to put on life tag. Microbiome swab not inserted fully.","Unit_4_94_2019","Light","Light_Control",64.85,5,12.97,"Light_Light_Control",204
"218","P19N024",0.5,0.568201771889217,12,"yes","240134898","TRES","Ithaca","Unit_4","97","2019","Adult","F","5/26/19","146","1","ASY",24.5,27.5,113,"B_S_D",2.41,2.55,NA,NA,42.66,45.11,NA,"Dex",11.5,"",NA,15.44,16.32,NA,"","M19N027","190031","","61336119","Old PIT tag removed to put on life tag with glued new PIT tag.","Unit_4_97_2019","Light","Light",67.27,5,13.454,"Light_Light",12529
"219","P19N026",0.545454545454545,0.987709212426723,11,"yes","272106655","TRES","Ithaca","Turkey_Hill","3","2019","Adult","F","5/27/19","147","1","ASY",22,31.5,123,"B_S_D",4.11,4.35,NA,NA,47.82,50.58,NA,"Dex",10,"",NA,11.35,12,NA,"","M19N031","190035","","6134617F","egg photo","Turkey_Hill_3_2019","Light","Light",65.25,5,13.05,"Light_Light",35311
"220","P19N027",0.555555555555556,0.999386578333947,9,"yes","278172401","TRES","Ithaca","Turkey_Hill","106","2019","Adult","F","5/27/19","147","1","ASY",23,27.4,115,"B_S_D",0.37,0.47,NA,NA,27.33,28.91,NA,"Dex",10.5,"",NA,6.65,7.03,NA,"","M19N032","190036","","61340066","egg photo, wing photo","Turkey_Hill_106_2019","Light","Light",48.91,5,9.782,"Light_Light",8151
"221","P19N040",0.444444444444444,0.978609625668449,9,"yes","272107599","TRES","Ithaca","Unit_4","80","2019","Adult","F","5/28/19","148","1","ASY",25,27.4,121,"B_S_D",0.79,0.83,NA,NA,85.56,90.48,NA,"Dex",11.5,"",NA,23.22,24.56,NA,"","M19N047","190051","","61342D00","Ibutton, egg photo","Unit_4_80_2019","Light","Light",72.86,6,12.1433333333333,"Light_Light",374
"222","P19N056",0.6,0.392169263496809,10,"yes","278172403","TRES","Ithaca","Turkey_Hill","121","2019","Adult","F","5/29/19","149","1","ASY",21.5,28.4,114,"B_S_D",4.51,4.77,NA,NA,36.88,39,NA,"Dex",9.5,"",NA,9.47,10.02,NA,"","M19N067","190074","","6134612D","","Turkey_Hill_121_2019","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",17393
"223","P19N065",0.555555555555556,0.960147601476015,9,"yes","272107803","TRES","Ithaca","Unit_4","87","2019","Adult","F","5/30/19","150","1","ASY",23,28.2,115,"B_S_D",0.01,0.47,NA,NA,41.95,44.37,NA,"Dex",10.5,"",NA,17.72,18.74,NA,"","M19N077","190084","","61335207","ibutton, egg photo","Unit_4_87_2019","Light","Light",71,5,14.2,"Light_Light",1355
"224","P19N066",0.45,0.706869865460174,20,"yes","235120680","TRES","Ithaca","Unit_4","93","2019","Adult","F","5/30/19","150","1","ASY",24,27.7,116,"B_S_D",0,0.47,NA,NA,38.42,40.63,NA,"Dex",11,"",NA,10.57,11.18,NA,"","M19N078","190085","","61346166","ibutton: C4621, egg photo","Unit_4_93_2019","Light","Light",55.3,4,13.825,"Light_Light",16798
"225","P19N078",0.538461538461538,0.976547644200296,13,"yes","272107450","TRES","Ithaca","Turkey_Hill","86","2019","Adult","F","5/31/19","151","1","SY",23.25,27.2,119,"B_S_D",0,0.47,NA,NA,14.88,15.74,NA,"Dex",10.5,"",NA,9.49,10.04,NA,"","M19N090","190097","","61335234","","Turkey_Hill_86_2019","Light","Light_Control",61.21,5,12.242,"Light_Light_Control",9466
"226","P19N079",0.5,0.953272995158914,8,"yes","278172405","TRES","Ithaca","Turkey_Hill","134","2019","Adult","F","5/31/19","151","1","SY",22.5,27.5,115,"B_S_D",0.53,0.57,NA,NA,18.83,19.92,NA,"Dex",10.25,"",NA,8.69,9.19,NA,"","M19N091","190098","","61346178","","Turkey_Hill_134_2019","Light","Light",25.87,3,8.62333333333333,"Light_Light",9502
"227","P19N080",0.4375,0.996815903867985,16,"yes","278172404","TRES","Ithaca","Turkey_Hill","51","2019","Adult","F","5/31/19","151","1","SY",22,29.1,114,"B_S_D",0.29,0.47,NA,NA,10.5,11.1,NA,"Dex",10,"",NA,7.44,7.87,NA,"","M19N092","190099","","61337F1E","","Turkey_Hill_51_2019","Light","Light_Control",39.5,4,9.875,"Light_Light_Control",36117
"228","P19N081",0.333333333333333,0.373101952277657,15,"yes","272107842","TRES","Ithaca","Turkey_Hill","55","2019","Adult","F","5/31/19","151","1","ASY",23,28.2,114,"B_S_D",0.04,0.47,NA,NA,41.21,43.58,NA,"Dex",10.5,"",NA,7.57,8.01,NA,"","M19N093","190100","","61344C66","","Turkey_Hill_55_2019","Light","Light",NA,NA,NA,"Light_Light",461
"229","P19N087",0.5,0.924471299093656,8,"yes","278172409","TRES","Ithaca","Unit_4","7","2019","Adult","F","6/1/19","152","1","ASY",23,28.4,113,"B_S_D",0.15,0.47,NA,NA,80.99,85.65,NA,"Dex",10.5,"",NA,13.82,14.61,NA,"","M19N100","190107","","6133002A","","Unit_4_7_2019","Light","Light_Control",NA,NA,NA,"Light_Light_Control",662
"230","P19N088",0.3,0.0147058823529412,10,"yes","278172406","TRES","Ithaca","Unit_4","18","2019","Adult","F","6/1/19","152","1","SY",23.5,27.2,115,"B_S_D",1.03,1.09,NA,NA,63.97,67.66,NA,"Dex",10.75,"",NA,10.51,11.12,NA,"","M19N101","190108","","61340078","Toe fell off in bag due to Pox","Unit_4_18_2019","Light","Light",38,5,7.6,"Light_Light",204
"231","P19N099",0.625,0.989106753812636,8,"yes","272107290","TRES","Ithaca","Turkey_Hill","97","2019","Adult","F","6/2/19","153","1","ASY",24,27.5,117,"B_S",0,0.47,NA,NA,47.31,50.03,NA,"Dex",11,"",NA,NA,NA,NA,"","M19N114","190122","","61342D55","-Haematoma in both wings; could not get Dex bleed
-14 feathers / mites","Turkey_Hill_97_2019","Light","Light_Control",45,5,9,"Light_Light_Control",459
"232","P19N100",0.333333333333333,0.4,9,"yes","278172411","TRES","Ithaca","Unit_4","84","2019","Adult","F","6/3/19","154","1","ASY",24.5,27.6,115,"B_S_D",3.72,3.94,NA,NA,87.28,92.31,NA,"Dex",11.5,"",NA,NA,NA,NA,"","M19N115","190123","","61346152","No blood taken for Dex.
Ibutton: Yes
Egg photo: Yes
Poxy toe: Yes","Unit_4_84_2019","Light","Light_Control",84.4,5,16.88,"Light_Light_Control",15
"233","P19N101",0.4,0.678571428571428,5,"yes","278172410","TRES","Ithaca","Unit_4","95","2019","Adult","F","6/3/19","154","1","ASY",23.5,27.9,110,"B_S_D",2.22,2.34,NA,NA,54.93,58.09,NA,"Dex",11,"",NA,18.4,19.46,NA,"","M19N116","190124","","61614B55","","Unit_4_95_2019","Light","Light",54,5,10.8,"Light_Light",28
"234","P19N124",0.384615384615385,0.000461542638394918,13,"yes","278172412","TRES","Ithaca","Unit_4","61","2019","Adult","F","6/5/19","156","1","SY",22.25,29.2,114,"B_S_D",3.04,3.21,NA,NA,44.11,46.65,NA,"Dex",10,"",NA,23.2,24.54,NA,"","M19N153","190161","","61344B34","Egg Photo: N","Unit_4_61_2019","Light","Light_Control",105,6,17.5,"Light_Light_Control",36833
"235","P19N166",0.5,0.000419303194327971,10,"yes","278172413","TRES","Ithaca","Unit_4","15","2019","Adult","F","6/9/19","160","1","SY",22.5,27.5,115,"B_S_D",0.59,0.63,NA,NA,59.58,63.01,NA,"Dex",10.5,"",NA,10.5,11.1,NA,"","M19N197","190216","","6134002A","","Unit_4_15_2019","Light","Light_Control",59.66,5,11.932,"Light_Light_Control",26234
"236","P19N167",0.6,0.981617647058823,5,"yes","272106697","TRES","Ithaca","Turkey_Hill","11","2019","Adult","F","6/9/19","160","3","ASY",20.75,NA,NA,"B_S_D",3.66,3.87,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","19N0476","","","","Turkey_Hill_11_2019","Light","Light_Control",74.27,5,14.854,"Light_Light_Control",272
"237","P19N185",0.6,0.75,5,"yes","278172419","TRES","Ithaca","Turkey_Hill","116","2019","Adult","F","6/10/19","161","1","SY",19.5,26.7,116,"B_S_D",0.57,0.61,NA,NA,32.59,34.47,NA,"Dex",9,"",NA,22.14,23.42,NA,"","M19N211","190239","","6134617F","","Turkey_Hill_116_2019","Light","Light_Control",NA,NA,NA,"Light_Light_Control",8
"238","P19N213",0.4,0.0227765726681128,5,"yes","278172402","TRES","Ithaca","Unit_4","78","2019","Adult","F","6/12/19","163","3","ASY",21.75,NA,NA,"B_S_D",0.77,0.82,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","190282","","","","Unit_4_78_2019","Light","Light_Control",54.39,5,10.878,"Light_Light_Control",2766
"239","P19N214",0.75,0.458715596330275,4,"yes","272107599","TRES","Ithaca","Unit_4","80","2019","Adult","F","6/12/19","163","3","ASY",19.5,NA,NA,"B_S_D",3.62,3.83,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","190283","","","","Unit_4_80_2019","Light","Light",72.86,6,12.1433333333333,"Light_Light",218
"240","P19N256",1,1,4,"yes","272107450","TRES","Ithaca","Turkey_Hill","86","2019","Adult","F","6/14/19","165","3","SY",20,NA,NA,"B_S_D",4.77,5.04,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","190370","","","","Turkey_Hill_86_2019","Light","Light_Control",61.21,5,12.242,"Light_Light_Control",30528
"241","P19N258",0.454545454545455,0.986516149263092,11,"yes","278172405","TRES","Ithaca","Turkey_Hill","134","2019","Adult","F","6/14/19","165","3","SY",18.5,NA,NA,"B_S_D",4.3,4.54,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","190372","","","","Turkey_Hill_134_2019","Light","Light",25.87,3,8.62333333333333,"Light_Light",3189
"242","P19N267",0.466666666666667,0.00577570296384757,15,"yes","235120680","TRES","Ithaca","Unit_4","93","2019","Adult","F","6/15/19","166","3","ASY",19.5,NA,NA,"",1.06,1.12,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","190402","","","Female third capture life tag gone, bare patch of skin plus mass made reattachment impossble. Attached pit tag to leg","Unit_4_93_2019","Light","Light",55.3,4,13.825,"Light_Light",46055
"243","P19N323",0.461538461538462,0.870036513007759,13,"yes","278172410","TRES","Ithaca","Unit_4","95","2019","Adult","F","6/17/19","168","3","ASY",19,NA,NA,"M",0,0.47,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","190533","","61340052","New life tag and PIT were put @midnight","Unit_4_95_2019","Light","Light",54,5,10.8,"Light_Light",8764
"244","P19N324",0.470588235294118,0.739488587609405,17,"yes","272107290","TRES","Ithaca","Turkey_Hill","97","2019","Adult","F","6/17/19","168","3","ASY",18.5,NA,NA,"B_S",0.4,0.47,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","190534","","","","Turkey_Hill_97_2019","Light","Light_Control",45,5,9,"Light_Light_Control",17481
"245","P19N367",0.391304347826087,0.621625251846877,23,"yes","278172412","TRES","Ithaca","Unit_4","61","2019","Adult","F","6/19/19","170","3","SY",18.5,NA,NA,"B_S_D",2.79,2.95,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","190624","","61344B34","","Unit_4_61_2019","Light","Light_Control",105,6,17.5,"Light_Light_Control",7445
"246","P19N455",0.388888888888889,0.65738555922605,18,"yes","278172413","TRES","Ithaca","Unit_4","15","2019","Adult","F","6/24/19","175","3","SY",16.75,NA,NA,"B_S",28.98,30.65,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","190790","","6134002A","Preen gland exposed Tag a little loose, added more glue at third capture.","Unit_4_15_2019","Light","Light_Control",59.66,5,11.932,"Light_Light_Control",2119
