"","sampleID","percent_aquatic_pa","percent_aquatic_ra","num_fam","parental_investment_proj","band","species","location","site","nest","year","age","sex","capture_date","cap_doy","cap_num","age.1","mass","bhead","fwing","sseries_type","cort1_raw","cort1_correct","glucose1","buty","cort2_raw","cort2_correct","glucose2","inject1_type","inject1_dose","inject2_type","inject2_dose","cort3_raw","cort3_correct","glucose3","fate","micro_nb","blood_nb","bolus_nb","lifetag_nb","Notes","site_box_year","Nest_Experiment","Nest_Treatment","Day6_Brood_Mass","Brood_Size_Day6","avg_day6_mass","exp_treat","TotalReads"
"1","cap12p4p2pd10",0.5,0.363636363636364,10,"yes","(12-4) 2","TRES","","Gut_passage","Captive","2019","Nestling","","6/16/19","167","","10",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Gut_passage_Captive_2019",NA,NA,NA,NA,NA,"NA_NA",22
"2","cap12p4p2pd11",0.4,0.710526315789474,10,"yes","(12-4) 2","TRES","","Gut_passage","Captive","2019","Nestling","","6/17/19","168","","11",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Gut_passage_Captive_2019",NA,NA,NA,NA,NA,"NA_NA",38
"3","cap12p4p2pd12",0.454545454545455,0.527777777777778,11,"yes","(12-4) 2","TRES","","Gut_passage","Captive","2019","Nestling","","6/18/19","169","","12",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Gut_passage_Captive_2019",NA,NA,NA,NA,NA,"NA_NA",36
"4","cap12p4p2pd6",0.3125,0.514705882352941,16,"yes","(12-4) 2","TRES","","Gut_passage","Captive","2019","Nestling","","6/12/19","163","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Gut_passage_Captive_2019",NA,NA,NA,NA,NA,"NA_NA",68
"5","cap12p4p2pd7",0.294117647058824,0.5,17,"yes","(12-4) 2","TRES","","Gut_passage","Captive","2019","Nestling","","6/13/19","164","","7",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Gut_passage_Captive_2019",NA,NA,NA,NA,NA,"NA_NA",72
"6","cap12p4p2pd8",0.416666666666667,0.739130434782609,12,"yes","(12-4) 2","TRES","","Gut_passage","Captive","2019","Nestling","","6/14/19","165","","8",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Gut_passage_Captive_2019",NA,NA,NA,NA,NA,"NA_NA",46
"7","cap12p4p2pd9",0.357142857142857,0.639344262295082,14,"yes","(12-4) 2","TRES","","Gut_passage","Captive","2019","Nestling","","6/15/19","166","","9",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Gut_passage_Captive_2019",NA,NA,NA,NA,NA,"NA_NA",61
"8","cap22p4p3pd10",0.285714285714286,0.25,7,"yes","(22-4) 3","TRES","","Gut_passage","Captive","2019","Nestling","","6/16/19","167","","10",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Gut_passage_Captive_2019",NA,NA,NA,NA,NA,"NA_NA",32
"9","cap22p4p3pd11",0.555555555555556,0.7,9,"yes","(22-4) 3","TRES","","Gut_passage","Captive","2019","Nestling","","6/17/19","168","","11",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Gut_passage_Captive_2019",NA,NA,NA,NA,NA,"NA_NA",20
"10","cap22p4p3pd12",0.363636363636364,0.325,11,"yes","(22-4) 3","TRES","","Gut_passage","Captive","2019","Nestling","","6/18/19","169","","12",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Gut_passage_Captive_2019",NA,NA,NA,NA,NA,"NA_NA",40
"11","cap22p4p3pd6",0.333333333333333,0.69811320754717,12,"yes","(22-4) 3","TRES","","Gut_passage","Captive","2019","Nestling","","6/12/19","163","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Gut_passage_Captive_2019",NA,NA,NA,NA,NA,"NA_NA",53
"12","cap22p4p3pd7",0.315789473684211,0.376470588235294,19,"yes","(22-4) 3","TRES","","Gut_passage","Captive","2019","Nestling","","6/13/19","164","","7",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Gut_passage_Captive_2019",NA,NA,NA,NA,NA,"NA_NA",85
"13","cap22p4p3pd8",0.222222222222222,0.3125,18,"yes","(22-4) 3","TRES","","Gut_passage","Captive","2019","Nestling","","6/14/19","165","","8",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Gut_passage_Captive_2019",NA,NA,NA,NA,NA,"NA_NA",64
